Gilt Purchase Auction Data,,,,,,,,,,,,,,,
Attribution: Bank of England,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Operation date,Settlement date,ISIN,"Bond
",Total offers received (proceeds £mn),Total allocation (proceeds £mn),Total allocation (nominal £mn),Allocation of which non-competitive (nominal £mn),Weighted Average Accepted Yield (%),Weighted Average Accepted Price,Highest accepted price,Allocated at highest price (%),Lowest accepted price,"Tail (a)
",,
15/02/2012,16/02/2012,GB00B058DQ55,UKT_4.75_070320,276.7,76.2,61.0,-,1.710,122.788,122.830,100.00,122.740,0.04,,
15/02/2012,16/02/2012,GB00B582JV65,UKT_3.75_070920,307.7,82.9,71.0,-,1.833,115.117,115.140,100.00,115.109,0.02,,
15/02/2012,16/02/2012,GB00B4RMG977,UKT_3.75_070921,1199.4,290.7,250.0,-,2.057,114.620,114.620,100.00,114.620,0.00,,
15/02/2012,16/02/2012,GB00B3KJDQ49,UKT_4_070322,1051.2,190.8,161.0,-,2.140,116.749,116.770,100.00,116.739,0.02,,
15/02/2012,16/02/2012,GB0030880693,UKT_5_070325,968.8,365.3,280.1,-,2.460,128.207,128.240,25.55,128.150,0.03,,
20/02/2012,21/02/2012,GB0033280339,UKT_4.75_070915,321.4,35.0,30.0,-,0.643,114.357,114.360,100.00,114.340,0.00,,
20/02/2012,21/02/2012,GB0008881541,UKT_8_071215,334.5,10.3,8.0,-,0.670,127.400,127.400,100.00,127.400,0.00,,
20/02/2012,21/02/2012,GB00B3QCG246,UKT_2_220116,883.7,585.2,559.0,-,0.826,104.515,104.530,100.00,104.510,0.02,,
20/02/2012,21/02/2012,GB00B0V3WX43,UKT_4_070916,355.5,170.8,148.0,-,0.946,113.543,113.570,100.00,113.510,0.03,,
20/02/2012,21/02/2012,GB00B3Z3K594,UKT_1.75_220117,2011.2,629.0,608.8,-,1.086,103.173,103.190,18.40,103.160,0.02,,
20/02/2012,21/02/2012,GB0008931148,UKT_8.75_250817,90.1,14.1,10.0,-,1.104,140.770,140.770,100.00,140.770,0.00,,
20/02/2012,21/02/2012,GB00B1VWPC84,UKT_5_070318,420.7,55.6,45.0,-,1.325,121.267,121.280,100.00,121.260,0.01,,
21/02/2012,22/02/2012,GB00B16NNR78,UKT_4.25_071227,628.6,82.7,70.0,-,2.880,117.283,117.380,100.00,117.250,0.10,,
21/02/2012,22/02/2012,GB0002404191,UKT_6_071228,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
21/02/2012,22/02/2012,GB00B24FF097,UKT_4.75_071230,214.5,124.6,100.0,-,3.086,123.590,123.590,100.00,123.590,0.00,,
21/02/2012,22/02/2012,GB0004893086,UKT_4.25_070632,363.0,280.8,240.0,-,3.168,116.103,116.230,100.00,116.090,0.13,,
21/02/2012,22/02/2012,GB0032452392,UKT_4.25_070336,145.6,56.7,48.0,-,3.270,116.220,116.270,100.00,116.170,0.05,,
21/02/2012,22/02/2012,GB00B00NY175,UKT_4.75_071238,76.0,25.3,20.0,-,3.313,125.390,125.390,100.00,125.390,0.00,,
21/02/2012,22/02/2012,GB00B3KJDS62,UKT_4.25_070939,89.0,17.7,15.0,-,3.344,116.230,116.270,100.00,116.150,0.04,,
21/02/2012,22/02/2012,GB00B6460505,UKT_4.25_071240,495.5,234.2,200.0,-,3.365,116.230,116.230,100.00,116.230,0.00,,
21/02/2012,22/02/2012,GB00B1VWPJ53,UKT_4.5_071242,109.9,6.1,5.0,-,3.351,121.950,121.950,100.00,121.950,0.00,,
21/02/2012,22/02/2012,GB00B128DP45,UKT_4.25_071246,41.9,11.9,10.0,-,3.368,118.000,118.000,100.00,118.000,0.00,,
21/02/2012,22/02/2012,GB00B39R3707,UKT_4.25_071249,265.1,265.1,222.0,-,3.378,118.525,118.700,100.00,118.500,0.18,,
21/02/2012,22/02/2012,GB00B6RNH572,UKT_3.75_220752,179.1,36.2,33.4,-,3.388,107.938,107.980,56.00,107.820,0.04,,
21/02/2012,22/02/2012,GB00B06YGN05,UKT_4.25_071255,377.7,57.0,47.0,-,3.362,120.281,120.370,100.00,120.170,0.09,,
21/02/2012,22/02/2012,GB00B54QLM75,UKT_4_220160,599.8,301.6,260.0,-,3.342,115.661,115.800,100.00,115.610,0.14,,
22/02/2012,23/02/2012,GB00B39R3F84,UKT_4.5_070319,311.2,91.4,75.0,-,1.520,119.810,119.829,100.00,119.800,0.02,,
22/02/2012,23/02/2012,GB00B4YRFP41,UKT_3.75_070919,851.0,567.9,488.0,-,1.675,114.630,114.660,100.00,114.614,0.03,,
22/02/2012,23/02/2012,GB00B058DQ55,UKT_4.75_070320,329.3,155.3,125.0,-,1.797,122.002,122.010,100.00,121.990,0.01,,
22/02/2012,23/02/2012,GB00B582JV65,UKT_3.75_070920,104.5,40.6,35.0,-,1.925,114.300,114.330,100.00,114.270,0.03,,
22/02/2012,23/02/2012,GB00B4RMG977,UKT_3.75_070921,549.1,277.3,240.0,-,2.144,113.782,113.790,100.00,113.780,0.01,,
22/02/2012,23/02/2012,GB00B3KJDQ49,UKT_4_070322,893.9,147.2,125.0,-,2.221,115.920,115.920,100.00,115.920,0.00,,
22/02/2012,23/02/2012,GB0030880693,UKT_5_070325,1191.0,220.2,170.0,-,2.536,127.207,127.240,16.67,127.200,0.03,,
27/02/2012,28/02/2012,GB0033280339,UKT_4.75_070915,800.5,229.3,200.0,-,0.520,114.744,114.745,100.00,114.740,0.00,,
27/02/2012,28/02/2012,GB0008881541,UKT_8_071215,130.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/02/2012,28/02/2012,GB00B3QCG246,UKT_2_220116,1109.3,184.3,175.0,-,0.666,105.124,105.130,75.00,105.120,0.01,,
27/02/2012,28/02/2012,GB00B0V3WX43,UKT_4_070916,891.2,257.0,225.0,-,0.770,114.329,114.329,100.00,114.329,0.00,,
27/02/2012,28/02/2012,GB00B3Z3K594,UKT_1.75_220117,2673.6,829.3,796.0,-,0.912,104.006,104.012,100.00,104.000,0.01,,
27/02/2012,28/02/2012,GB0008931148,UKT_8.75_250817,112.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/02/2012,28/02/2012,GB00B1VWPC84,UKT_5_070318,297.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
28/02/2012,29/02/2012,GB00B16NNR78,UKT_4.25_071227,753.4,66.7,55.0,-,2.670,120.220,120.240,100.00,120.200,0.02,,
28/02/2012,29/02/2012,GB0002404191,UKT_6_071228,44.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
28/02/2012,29/02/2012,GB00B24FF097,UKT_4.75_071230,106.4,25.6,20.0,-,2.875,127.047,127.047,100.00,127.047,0.00,,
28/02/2012,29/02/2012,GB0004893086,UKT_4.25_070632,180.9,151.8,126.0,-,2.962,119.526,119.550,100.00,119.520,0.02,,
28/02/2012,29/02/2012,GB00B52WS153,UKT_4.5_070934,470.4,105.0,85.0,-,3.042,123.636,123.650,100.00,123.620,0.01,,
28/02/2012,29/02/2012,GB0032452392,UKT_4.25_070336,115.2,37.1,31.0,-,3.072,119.900,119.900,100.00,119.900,0.00,,
28/02/2012,29/02/2012,GB00B00NY175,UKT_4.75_071238,85.2,13.1,10.0,-,3.105,129.750,129.750,100.00,129.750,0.00,,
28/02/2012,29/02/2012,GB00B3KJDS62,UKT_4.25_070939,36.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
28/02/2012,29/02/2012,GB00B6460505,UKT_4.25_071240,501.8,231.9,191.0,-,3.162,120.452,120.500,100.00,120.440,0.05,,
28/02/2012,29/02/2012,GB00B1VWPJ53,UKT_4.5_071242,307.8,104.5,82.0,-,3.155,126.351,126.360,100.00,126.300,0.01,,
28/02/2012,29/02/2012,GB00B128DP45,UKT_4.25_071246,180.9,96.4,78.0,-,3.170,122.651,122.670,100.00,122.610,0.02,,
28/02/2012,29/02/2012,GB00B39R3707,UKT_4.25_071249,177.0,31.1,25.0,-,3.178,123.470,123.470,100.00,123.470,0.00,,
28/02/2012,29/02/2012,GB00B6RNH572,UKT_3.75_220752,810.9,575.8,509.8,-,3.195,112.553,112.630,26.57,112.550,0.08,,
28/02/2012,29/02/2012,GB00B06YGN05,UKT_4.25_071255,76.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
28/02/2012,29/02/2012,GB00B54QLM75,UKT_4_220160,720.5,60.8,50.0,-,3.139,121.250,121.250,100.00,121.250,0.00,,
29/02/2012,01/03/2012,GB00B39R3F84,UKT_4.5_070319,1256.5,625.1,520.0,-,1.448,120.295,120.308,100.00,120.270,0.01,,
29/02/2012,01/03/2012,GB00B4YRFP41,UKT_3.75_070919,766.5,97.8,85.0,-,1.601,115.164,115.170,100.00,115.160,0.01,,
29/02/2012,01/03/2012,GB00B058DQ55,UKT_4.75_070320,454.1,104.3,85.1,-,1.711,122.678,122.685,60.40,122.669,0.01,,
29/02/2012,01/03/2012,GB00B582JV65,UKT_3.75_070920,242.7,79.3,69.0,-,1.840,114.996,115.010,100.00,114.990,0.01,,
29/02/2012,01/03/2012,GB00B4RMG977,UKT_3.75_070921,1084.8,401.2,350.0,-,2.045,114.679,114.680,100.00,114.670,0.00,,
29/02/2012,01/03/2012,GB0030880693,UKT_5_070325,1018.1,192.1,150.0,-,2.457,128.182,128.190,100.00,128.150,0.01,,
05/03/2012,06/03/2012,GB0033280339,UKT_4.75_070915,1193.2,74.4,65.0,-,0.584,114.423,114.430,100.00,114.419,0.01,,
05/03/2012,06/03/2012,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
05/03/2012,06/03/2012,GB00B3QCG246,UKT_2_220116,955.3,490.7,467.0,-,0.735,104.830,104.840,100.00,104.820,0.01,,
05/03/2012,06/03/2012,GB00B0V3WX43,UKT_4_070916,820.4,227.8,200.0,-,0.841,113.932,113.934,100.00,113.929,0.00,,
05/03/2012,06/03/2012,GB00B3Z3K594,UKT_1.75_220117,3022.3,658.9,634.5,-,0.985,103.635,103.640,66.00,103.620,0.01,,
05/03/2012,06/03/2012,GB0008931148,UKT_8.75_250817,219.3,48.1,34.0,-,0.997,141.189,141.189,100.00,141.189,0.00,,
05/03/2012,06/03/2012,GB00B1VWPC84,UKT_5_070318,759.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
06/03/2012,07/03/2012,GB00B16NNR78,UKT_4.25_071227,547.9,126.2,105.0,-,2.745,119.137,119.170,100.00,119.100,0.03,,
06/03/2012,07/03/2012,GB0002404191,UKT_6_071228,52.3,23.3,16.0,-,2.724,143.824,143.850,100.00,143.780,0.03,,
06/03/2012,07/03/2012,GB00B24FF097,UKT_4.75_071230,12.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
06/03/2012,07/03/2012,GB0004893086,UKT_4.25_070632,50.3,25.1,21.0,-,3.021,118.510,118.520,100.00,118.500,0.01,,
06/03/2012,07/03/2012,GB00B52WS153,UKT_4.5_070934,163.5,27.0,22.0,-,3.101,122.541,122.620,100.00,122.500,0.08,,
06/03/2012,07/03/2012,GB0032452392,UKT_4.25_070336,21.4,21.4,18.0,-,3.129,118.827,118.840,100.00,118.800,0.01,,
06/03/2012,07/03/2012,GB00B00NY175,UKT_4.75_071238,220.7,149.2,115.0,-,3.158,128.601,128.680,100.00,128.480,0.08,,
06/03/2012,07/03/2012,GB00B3KJDS62,UKT_4.25_070939,125.4,36.4,30.5,-,3.191,119.296,119.370,22.00,119.280,0.07,,
06/03/2012,07/03/2012,GB00B6460505,UKT_4.25_071240,138.8,78.3,65.0,-,3.208,119.467,119.550,100.00,119.400,0.08,,
06/03/2012,07/03/2012,GB00B1VWPJ53,UKT_4.5_071242,498.5,270.2,214.0,-,3.208,125.137,125.260,100.00,125.050,0.12,,
06/03/2012,07/03/2012,GB00B128DP45,UKT_4.25_071246,271.8,31.8,26.0,-,3.222,121.390,121.390,100.00,121.390,0.00,,
06/03/2012,07/03/2012,GB00B39R3707,UKT_4.25_071249,264.4,202.5,164.0,-,3.221,122.389,122.500,100.00,122.290,0.11,,
06/03/2012,07/03/2012,GB00B6RNH572,UKT_3.75_220752,307.9,307.9,275.0,-,3.238,111.484,111.720,100.00,111.460,0.24,,
06/03/2012,07/03/2012,GB00B06YGN05,UKT_4.25_071255,109.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
06/03/2012,07/03/2012,GB00B54QLM75,UKT_4_220160,789.9,200.7,166.0,-,3.168,120.416,120.440,100.00,120.190,0.02,,
07/03/2012,08/03/2012,GB00B39R3F84,UKT_4.5_070319,1252.5,681.1,566.9,-,1.462,120.134,120.193,23.00,120.129,0.06,,
07/03/2012,08/03/2012,GB00B4YRFP41,UKT_3.75_070919,1443.2,818.8,712.0,-,1.618,114.995,115.000,100.00,114.990,0.00,,
07/03/2012,08/03/2012,GB00B058DQ55,UKT_4.75_070320,67.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/03/2012,08/03/2012,GB00B582JV65,UKT_3.75_070920,86.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/03/2012,08/03/2012,GB00B4RMG977,UKT_3.75_070921,619.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/03/2012,08/03/2012,GB0030880693,UKT_5_070325,1998.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/03/2012,13/03/2012,GB0033280339,UKT_4.75_070915,687.8,200.1,175.0,-,0.609,114.253,114.265,100.00,114.250,0.01,,
12/03/2012,13/03/2012,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/03/2012,13/03/2012,GB00B3QCG246,UKT_2_220116,333.9,244.6,233.0,-,0.761,104.705,104.719,100.00,104.690,0.01,,
12/03/2012,13/03/2012,GB00B0V3WX43,UKT_4_070916,279.0,239.1,210.0,-,0.857,113.795,113.800,100.00,113.790,0.01,,
12/03/2012,13/03/2012,GB00B3Z3K594,UKT_1.75_220117,1861.1,257.8,248.4,-,0.998,103.556,103.570,14.03,103.540,0.01,,
12/03/2012,13/03/2012,GB0008931148,UKT_8.75_250817,335.2,185.2,131.0,-,1.004,141.003,141.020,100.00,140.990,0.02,,
12/03/2012,13/03/2012,GB00B1VWPC84,UKT_5_070318,67.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/03/2012,13/03/2012,GB00B39R3F84,UKT_4.5_070319,447.6,373.0,310.0,-,1.441,120.253,120.270,100.00,120.209,0.02,,
13/03/2012,14/03/2012,GB00B16NNR78,UKT_4.25_071227,398.7,24.1,20.0,-,2.744,119.140,119.140,100.00,119.140,0.00,,
13/03/2012,14/03/2012,GB0002404191,UKT_6_071228,114.9,29.1,20.0,-,2.729,143.697,143.697,100.00,143.697,0.00,,
13/03/2012,14/03/2012,GB00B24FF097,UKT_4.75_071230,31.9,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
13/03/2012,14/03/2012,GB0004893086,UKT_4.25_070632,143.6,143.6,120.0,-,3.021,118.495,118.520,100.00,118.470,0.02,,
13/03/2012,14/03/2012,GB00B52WS153,UKT_4.5_070934,138.8,18.4,15.0,-,3.103,122.480,122.480,100.00,122.480,0.00,,
13/03/2012,14/03/2012,GB0032452392,UKT_4.25_070336,123.9,5.9,5.0,-,3.132,118.750,118.750,100.00,118.750,0.00,,
13/03/2012,14/03/2012,GB00B00NY175,UKT_4.75_071238,104.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
13/03/2012,14/03/2012,GB00B3KJDS62,UKT_4.25_070939,149.2,119.2,100.0,-,3.197,119.150,119.150,100.00,119.150,0.00,,
13/03/2012,14/03/2012,GB00B6460505,UKT_4.25_071240,1049.5,411.6,341.5,-,3.211,119.388,119.470,18.93,119.320,0.08,,
13/03/2012,14/03/2012,GB00B128DP45,UKT_4.25_071246,165.9,26.9,22.0,-,3.228,121.249,121.249,100.00,121.249,0.00,,
13/03/2012,14/03/2012,GB00B39R3707,UKT_4.25_071249,61.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
13/03/2012,14/03/2012,GB00B6RNH572,UKT_3.75_220752,398.2,20.1,18.0,-,3.247,111.274,111.329,100.00,111.230,0.05,,
13/03/2012,14/03/2012,GB00B06YGN05,UKT_4.25_071255,72.8,10.0,8.0,-,3.216,124.189,124.189,100.00,124.189,0.00,,
13/03/2012,14/03/2012,GB00B54QLM75,UKT_4_220160,1119.5,691.0,575.0,-,3.197,119.606,119.730,100.00,119.600,0.12,,
14/03/2012,15/03/2012,GB00B4YRFP41,UKT_3.75_070919,465.7,290.2,255.0,-,1.782,113.721,113.770,100.00,113.650,0.05,,
14/03/2012,15/03/2012,GB00B058DQ55,UKT_4.75_070320,72.7,48.4,40.0,-,1.899,121.013,121.020,100.00,121.000,0.01,,
14/03/2012,15/03/2012,GB00B582JV65,UKT_3.75_070920,380.5,170.2,150.0,-,2.023,113.389,113.430,100.00,113.320,0.04,,
14/03/2012,15/03/2012,GB00B4RMG977,UKT_3.75_070921,387.8,122.0,108.0,-,2.238,112.853,112.920,100.00,112.830,0.07,,
14/03/2012,15/03/2012,GB00B3KJDQ49,UKT_4_070322,715.4,273.3,237.6,-,2.315,114.936,115.030,52.50,114.870,0.09,,
14/03/2012,15/03/2012,GB0030880693,UKT_5_070325,1736.5,595.8,473.0,-,2.634,125.861,125.960,100.00,125.740,0.10,,
19/03/2012,20/03/2012,GB0033280339,UKT_4.75_070915,381.8,188.4,165.5,-,0.738,113.698,113.720,15.71,113.680,0.02,,
19/03/2012,20/03/2012,GB0008881541,UKT_8_071215,129.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
19/03/2012,20/03/2012,GB00B3QCG246,UKT_2_220116,81.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
19/03/2012,20/03/2012,GB00B0V3WX43,UKT_4_070916,147.0,147.0,130.0,-,1.036,112.901,112.909,100.00,112.880,0.01,,
19/03/2012,20/03/2012,GB00B3Z3K594,UKT_1.75_220117,673.6,277.5,270.0,-,1.215,102.507,102.520,100.00,102.498,0.01,,
19/03/2012,20/03/2012,GB0008931148,UKT_8.75_250817,138.3,138.3,99.0,-,1.270,139.154,139.170,100.00,139.140,0.02,,
19/03/2012,20/03/2012,GB00B7F9S958,UKT_1_070917,627.3,293.8,300.0,-,1.400,97.905,97.920,100.00,97.885,0.02,,
19/03/2012,20/03/2012,GB00B1VWPC84,UKT_5_070318,176.7,134.6,112.0,-,1.477,120.043,120.063,100.00,120.022,0.02,,
19/03/2012,20/03/2012,GB00B39R3F84,UKT_4.5_070319,546.3,320.3,271.0,-,1.741,118.022,118.060,100.00,117.980,0.04,,
20/03/2012,21/03/2012,GB00B16NNR78,UKT_4.25_071227,665.2,388.7,333.5,-,3.016,115.346,115.480,45.00,115.170,0.13,,
20/03/2012,21/03/2012,GB0002404191,UKT_6_071228,124.0,109.9,78.0,-,3.005,139.124,139.230,100.00,139.068,0.11,,
20/03/2012,21/03/2012,GB00B24FF097,UKT_4.75_071230,61.6,49.3,40.0,-,3.192,121.813,121.900,100.00,121.800,0.09,,
20/03/2012,21/03/2012,GB0004893086,UKT_4.25_070632,115.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
20/03/2012,21/03/2012,GB00B52WS153,UKT_4.5_070934,148.4,23.6,20.0,-,3.360,117.880,117.940,100.00,117.820,0.06,,
20/03/2012,21/03/2012,GB0032452392,UKT_4.25_070336,45.9,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
20/03/2012,21/03/2012,GB00B00NY175,UKT_4.75_071238,206.1,137.3,110.0,-,3.405,123.461,123.590,100.00,123.360,0.13,,
20/03/2012,21/03/2012,GB00B3KJDS62,UKT_4.25_070939,459.1,327.1,286.0,-,3.445,114.221,114.430,100.00,114.150,0.21,,
20/03/2012,21/03/2012,GB00B6460505,UKT_4.25_071240,394.9,196.4,170.0,-,3.459,114.318,114.500,100.00,114.140,0.18,,
20/03/2012,21/03/2012,GB00B128DP45,UKT_4.25_071246,11.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
20/03/2012,21/03/2012,GB00B39R3707,UKT_4.25_071249,35.3,23.5,20.0,-,3.475,116.220,116.290,100.00,116.150,0.07,,
20/03/2012,21/03/2012,GB00B6RNH572,UKT_3.75_220752,294.5,37.2,35.0,-,3.488,105.643,105.750,100.00,105.568,0.11,,
20/03/2012,21/03/2012,GB00B06YGN05,UKT_4.25_071255,322.0,184.2,155.0,-,3.464,117.631,117.790,100.00,117.500,0.16,,
20/03/2012,21/03/2012,GB00B54QLM75,UKT_4_220160,251.4,22.7,20.0,-,3.443,113.020,113.050,100.00,112.990,0.03,,
26/03/2012,27/03/2012,GB0033280339,UKT_4.75_070915,988.8,285.1,250.0,-,0.695,113.781,113.797,100.00,113.769,0.02,,
26/03/2012,27/03/2012,GB0008881541,UKT_8_071215,130.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
26/03/2012,27/03/2012,GB00B3QCG246,UKT_2_220116,501.7,213.4,204.0,-,0.863,104.265,104.290,100.00,104.250,0.03,,
26/03/2012,27/03/2012,GB00B0V3WX43,UKT_4_070916,203.0,45.4,40.0,-,0.968,113.161,113.180,100.00,113.150,0.02,,
26/03/2012,27/03/2012,GB00B3Z3K594,UKT_1.75_220117,964.9,611.5,592.0,-,1.113,102.981,103.000,22.76,102.960,0.02,,
26/03/2012,27/03/2012,GB0008931148,UKT_8.75_250817,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
26/03/2012,27/03/2012,GB00B7F9S958,UKT_1_070917,475.5,39.4,40.0,-,1.300,98.425,98.425,100.00,98.425,0.00,,
26/03/2012,27/03/2012,GB00B1VWPC84,UKT_5_070318,1047.1,305.1,252.0,-,1.350,120.785,120.799,100.00,120.770,0.01,,
26/03/2012,27/03/2012,GB00B39R3F84,UKT_4.5_070319,143.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB00B16NNR78,UKT_4.25_071227,358.7,78.1,66.0,-,2.887,117.100,117.100,100.00,117.100,0.00,,
27/03/2012,28/03/2012,GB0002404191,UKT_6_071228,7.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB00B24FF097,UKT_4.75_071230,37.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB0004893086,UKT_4.25_070632,87.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB00B52WS153,UKT_4.5_070934,236.5,87.6,73.0,-,3.254,119.736,119.750,100.00,119.720,0.01,,
27/03/2012,28/03/2012,GB0032452392,UKT_4.25_070336,283.5,59.2,51.0,-,3.287,115.872,115.920,100.00,115.850,0.05,,
27/03/2012,28/03/2012,GB00B00NY175,UKT_4.75_071238,90.1,39.3,31.0,-,3.310,125.381,125.400,100.00,125.370,0.02,,
27/03/2012,28/03/2012,GB00B3KJDS62,UKT_4.25_070939,166.5,50.0,43.0,-,3.348,116.100,116.100,100.00,116.100,0.00,,
27/03/2012,28/03/2012,GB00B6460505,UKT_4.25_071240,852.7,303.1,258.0,-,3.367,116.161,116.200,100.00,116.150,0.04,,
27/03/2012,28/03/2012,GB00B1VWPJ53,UKT_4.5_071242,135.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB00B128DP45,UKT_4.25_071246,35.7,17.8,15.0,-,3.381,117.660,117.660,100.00,117.660,0.00,,
27/03/2012,28/03/2012,GB00B39R3707,UKT_4.25_071249,12.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB00B6RNH572,UKT_3.75_220752,320.1,82.8,76.6,-,3.407,107.477,107.500,26.40,107.400,0.02,,
27/03/2012,28/03/2012,GB00B06YGN05,UKT_4.25_071255,48.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/03/2012,28/03/2012,GB00B54QLM75,UKT_4_220160,1136.0,781.9,675.0,-,3.363,115.106,115.150,100.00,115.070,0.04,,
28/03/2012,29/03/2012,GB00B4YRFP41,UKT_3.75_070919,1167.6,271.7,237.0,-,1.682,114.406,114.480,100.00,114.357,0.07,,
28/03/2012,29/03/2012,GB00B058DQ55,UKT_4.75_070320,101.7,15.9,13.0,-,1.792,121.800,121.800,100.00,121.800,0.00,,
28/03/2012,29/03/2012,GB00B582JV65,UKT_3.75_070920,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
28/03/2012,29/03/2012,GB00B4RMG977,UKT_3.75_070921,311.3,111.5,97.8,-,2.136,113.734,113.790,71.11,113.680,0.06,,
28/03/2012,29/03/2012,GB0030880693,UKT_5_070325,1895.7,1101.0,868.0,-,2.575,126.541,126.620,100.00,126.470,0.08,,
02/04/2012,03/04/2012,GB0033280339,UKT_4.75_070915,360.9,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
02/04/2012,03/04/2012,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
02/04/2012,03/04/2012,GB00B3QCG246,UKT_2_220116,792.5,456.3,435.0,-,0.793,104.512,104.520,100.00,104.505,0.01,,
02/04/2012,03/04/2012,GB00B0V3WX43,UKT_4_070916,22.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
02/04/2012,03/04/2012,GB00B3Z3K594,UKT_1.75_220117,594.6,155.5,150.0,-,1.043,103.304,103.314,100.00,103.300,0.01,,
02/04/2012,03/04/2012,GB0008931148,UKT_8.75_250817,218.7,14.1,10.0,-,1.074,140.130,140.130,100.00,140.130,0.00,,
02/04/2012,03/04/2012,GB00B7F9S958,UKT_1_070917,539.0,39.5,40.0,-,1.235,98.770,98.770,100.00,98.770,0.00,,
02/04/2012,03/04/2012,GB00B1VWPC84,UKT_5_070318,377.0,304.0,250.0,-,1.268,121.240,121.240,100.00,121.240,0.00,,
02/04/2012,03/04/2012,GB00B39R3F84,UKT_4.5_070319,1676.3,530.3,442.4,-,1.516,119.550,119.550,73.73,119.550,0.00,,
03/04/2012,04/04/2012,GB00B16NNR78,UKT_4.25_071227,536.7,11.9,10.0,-,2.815,118.080,118.080,100.00,118.080,0.00,,
03/04/2012,04/04/2012,GB0002404191,UKT_6_071228,10.1,10.1,7.0,-,2.806,142.300,142.300,100.00,142.300,0.00,,
03/04/2012,04/04/2012,GB00B24FF097,UKT_4.75_071230,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
03/04/2012,04/04/2012,GB0004893086,UKT_4.25_070632,930.7,119.2,101.0,-,3.133,116.600,116.650,100.00,116.499,0.05,,
03/04/2012,04/04/2012,GB00B52WS153,UKT_4.5_070934,54.6,6.0,5.0,-,3.222,120.290,120.290,100.00,120.290,0.00,,
03/04/2012,04/04/2012,GB0032452392,UKT_4.25_070336,250.8,215.7,185.0,-,3.264,116.275,116.340,100.00,116.230,0.07,,
03/04/2012,04/04/2012,GB00B00NY175,UKT_4.75_071238,31.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
03/04/2012,04/04/2012,GB00B3KJDS62,UKT_4.25_070939,52.5,52.5,45.0,-,3.332,116.427,116.440,100.00,116.400,0.01,,
