Gilt Purchase Auction Data,,,,,,,,,,,,,,,
Attribution: Bank of England,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Operation date,Settlement date,ISIN,"Bond
",Total offers received (proceeds £mn),Total allocation (proceeds £mn),Total allocation (nominal £mn),Allocation of which non-competitive (nominal £mn),Weighted Average Accepted Yield (%),Weighted Average Accepted Price,Highest accepted price,Allocated at highest price (%),Lowest accepted price,"Tail (a)
",,
31/10/2011,01/11/2011,GB00B3Z3K594,UKT_1.75_220117,1276.1,429.4,422.0,-,1.469,101.406,101.430,100.00,101.390,0.02,,
31/10/2011,01/11/2011,GB0008931148,UKT_8.75_250817,7.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
31/10/2011,01/11/2011,GB00B1VWPC84,UKT_5_070318,420.7,33.7,28.0,-,1.706,119.736,119.747,100.00,119.700,0.01,,
31/10/2011,01/11/2011,GB00B39R3F84,UKT_4.5_070319,772.6,418.6,355.0,-,1.970,117.227,117.250,100.00,117.200,0.02,,
31/10/2011,01/11/2011,GB00B4YRFP41,UKT_3.75_070919,33.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
31/10/2011,01/11/2011,GB00B058DQ55,UKT_4.75_070320,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
31/10/2011,01/11/2011,GB00B582JV65,UKT_3.75_070920,685.5,50.3,45.0,-,2.342,111.193,111.210,100.00,111.180,0.02,,
31/10/2011,01/11/2011,GB00B4RMG977,UKT_3.75_070921,1085.2,234.0,210.0,-,2.496,110.885,110.900,100.00,110.860,0.01,,
01/11/2011,02/11/2011,GB00B00NY175,UKT_4.75_071238,117.3,64.9,50.0,-,3.200,127.945,127.970,100.00,127.920,0.02,,
01/11/2011,02/11/2011,GB00B3KJDS62,UKT_4.25_070939,333.7,194.6,163.0,-,3.225,118.736,118.800,100.00,118.597,0.06,,
01/11/2011,02/11/2011,GB00B6460505,UKT_4.25_071240,1009.8,66.3,55.0,-,3.243,118.870,118.900,100.00,118.770,0.03,,
01/11/2011,02/11/2011,GB00B1VWPJ53,UKT_4.5_071242,200.0,149.6,118.3,-,3.235,124.679,124.920,13.00,124.590,0.24,,
01/11/2011,02/11/2011,GB00B128DP45,UKT_4.25_071246,263.4,156.1,127.0,-,3.237,121.161,121.250,100.00,120.990,0.09,,
01/11/2011,02/11/2011,GB00B39R3707,UKT_4.25_071249,402.4,126.2,102.0,-,3.239,122.037,122.156,100.00,121.990,0.12,,
01/11/2011,02/11/2011,GB00B6RNH572,UKT_3.75_220752,767.7,526.6,473.0,-,3.261,110.977,111.271,100.00,110.790,0.29,,
01/11/2011,02/11/2011,GB00B06YGN05,UKT_4.25_071255,283.0,131.7,105.0,-,3.235,123.750,123.950,100.00,123.470,0.20,,
01/11/2011,02/11/2011,GB00B54QLM75,UKT_4_220160,485.0,283.7,237.0,-,3.235,118.605,118.840,100.00,118.400,0.24,,
02/11/2011,03/11/2011,GB00B3KJDQ49,UKT_4_070322,1494.7,782.7,674.2,-,2.311,115.461,115.499,13.20,115.430,0.04,,
02/11/2011,03/11/2011,GB0030880693,UKT_5_070325,848.9,415.2,325.0,-,2.596,126.959,126.990,100.00,126.940,0.03,,
02/11/2011,03/11/2011,GB00B16NNR78,UKT_4.25_071227,379.1,35.9,30.0,-,2.844,118.050,118.050,100.00,118.050,0.00,,
02/11/2011,03/11/2011,GB0002404191,UKT_6_071228,142.3,84.1,58.0,-,2.836,142.627,142.680,100.00,142.590,0.05,,
02/11/2011,03/11/2011,GB00B24FF097,UKT_4.75_071230,67.3,34.3,27.0,-,3.017,125.013,125.040,100.00,124.999,0.03,,
02/11/2011,03/11/2011,GB00B52WS153,UKT_4.5_070934,395.9,85.6,70.0,-,3.167,121.553,121.570,100.00,121.481,0.02,,
02/11/2011,03/11/2011,GB0032452392,UKT_4.25_070336,435.7,262.2,222.0,-,3.211,117.457,117.730,100.00,116.750,0.27,,
07/11/2011,08/11/2011,GB00B4LFZR36,UKT_2.75_220115,465.3,165.8,155.0,-,0.809,106.126,106.145,100.00,106.110,0.02,,
07/11/2011,08/11/2011,GB0033280339,UKT_4.75_070915,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/11/2011,08/11/2011,GB0008881541,UKT_8_071215,39.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/11/2011,08/11/2011,GB00B3QCG246,UKT_2_220116,287.2,151.3,145.0,-,1.079,103.777,103.780,100.00,103.770,0.00,,
07/11/2011,08/11/2011,GB00B0V3WX43,UKT_4_070916,35.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/11/2011,08/11/2011,GB00B3Z3K594,UKT_1.75_220117,896.7,558.8,546.0,-,1.360,101.954,101.995,100.00,101.920,0.04,,
07/11/2011,08/11/2011,GB0008931148,UKT_8.75_250817,386.1,14.2,10.0,-,1.428,140.590,140.590,100.00,140.590,0.00,,
07/11/2011,08/11/2011,GB00B1VWPC84,UKT_5_070318,219.1,66.9,55.0,-,1.550,120.724,120.730,100.00,120.710,0.01,,
07/11/2011,08/11/2011,GB00B39R3F84,UKT_4.5_070319,29.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/11/2011,08/11/2011,GB00B4YRFP41,UKT_3.75_070919,1076.5,312.8,275.0,-,1.940,113.090,113.130,100.00,113.060,0.04,,
07/11/2011,08/11/2011,GB00B058DQ55,UKT_4.75_070320,103.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
07/11/2011,08/11/2011,GB00B582JV65,UKT_3.75_070920,543.9,221.2,195.0,-,2.150,112.806,112.820,100.00,112.770,0.01,,
07/11/2011,08/11/2011,GB00B4RMG977,UKT_3.75_070921,559.6,209.0,184.5,-,2.303,112.660,112.697,34.62,112.649,0.04,,
08/11/2011,09/11/2011,GB00B00NY175,UKT_4.75_071238,220.5,145.3,112.3,-,3.225,127.391,127.750,23.00,127.210,0.36,,
08/11/2011,09/11/2011,GB00B3KJDS62,UKT_4.25_070939,17.8,17.8,15.0,-,3.266,117.900,117.900,100.00,117.900,0.00,,
08/11/2011,09/11/2011,GB00B6460505,UKT_4.25_071240,1052.1,257.9,215.0,-,3.276,118.162,118.400,100.00,117.863,0.24,,
08/11/2011,09/11/2011,GB00B1VWPJ53,UKT_4.5_071242,44.2,12.6,10.0,-,3.266,123.985,124.030,100.00,123.940,0.04,,
08/11/2011,09/11/2011,GB00B128DP45,UKT_4.25_071246,126.1,126.1,103.0,-,3.260,120.609,120.770,100.00,120.400,0.16,,
08/11/2011,09/11/2011,GB00B39R3707,UKT_4.25_071249,101.3,82.8,67.0,-,3.251,121.725,121.850,100.00,121.430,0.13,,
08/11/2011,09/11/2011,GB00B6RNH572,UKT_3.75_220752,499.2,376.5,339.0,-,3.275,110.627,110.900,100.00,110.470,0.27,,
08/11/2011,09/11/2011,GB00B06YGN05,UKT_4.25_071255,554.8,390.0,312.0,-,3.255,123.197,123.500,100.00,123.050,0.30,,
08/11/2011,09/11/2011,GB00B54QLM75,UKT_4_220160,311.5,291.0,244.0,-,3.255,118.068,118.490,100.00,118.030,0.42,,
09/11/2011,10/11/2011,GB00B3KJDQ49,UKT_4_070322,658.8,222.8,190.0,-,2.197,116.574,116.620,100.00,116.500,0.05,,
09/11/2011,10/11/2011,GB0030880693,UKT_5_070325,702.9,527.6,408.0,-,2.481,128.432,128.530,100.00,128.350,0.10,,
09/11/2011,10/11/2011,GB00B16NNR78,UKT_4.25_071227,357.7,194.4,160.0,-,2.728,119.703,119.850,100.00,119.400,0.15,,
09/11/2011,10/11/2011,GB0002404191,UKT_6_071228,444.2,400.1,272.0,-,2.722,144.521,144.600,100.00,144.440,0.08,,
09/11/2011,10/11/2011,GB00B24FF097,UKT_4.75_071230,283.1,245.5,189.9,-,2.884,127.232,127.420,35.00,127.170,0.19,,
09/11/2011,10/11/2011,GB00B52WS153,UKT_4.5_070934,113.6,67.3,54.0,-,3.041,123.879,123.951,100.00,123.761,0.07,,
09/11/2011,10/11/2011,GB0032452392,UKT_4.25_070336,192.4,42.3,35.0,-,3.076,119.990,120.050,100.00,119.930,0.06,,
14/11/2011,15/11/2011,GB00B4LFZR36,UKT_2.75_220115,397.0,166.2,155.0,-,0.719,106.383,106.385,100.00,106.370,0.00,,
14/11/2011,15/11/2011,GB0033280339,UKT_4.75_070915,25.4,25.4,22.0,-,0.828,114.681,114.691,100.00,114.671,0.01,,
14/11/2011,15/11/2011,GB0008881541,UKT_8_071215,26.4,26.4,20.0,-,0.884,128.315,128.330,100.00,128.300,0.01,,
14/11/2011,15/11/2011,GB00B3QCG246,UKT_2_220116,377.4,172.9,165.0,-,0.983,104.159,104.180,100.00,104.140,0.02,,
14/11/2011,15/11/2011,GB00B0V3WX43,UKT_4_070916,41.2,12.6,11.0,-,1.098,113.558,113.561,100.00,113.555,0.00,,
14/11/2011,15/11/2011,GB00B3Z3K594,UKT_1.75_220117,1291.4,748.4,727.4,-,1.255,102.474,102.510,92.40,102.448,0.04,,
14/11/2011,15/11/2011,GB0008931148,UKT_8.75_250817,57.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
14/11/2011,15/11/2011,GB00B39R3F84,UKT_4.5_070319,342.3,48.0,40.0,-,1.698,119.183,119.200,100.00,119.140,0.02,,
14/11/2011,15/11/2011,GB00B4YRFP41,UKT_3.75_070919,257.8,179.8,157.0,-,1.841,113.829,113.850,100.00,113.790,0.02,,
14/11/2011,15/11/2011,GB00B058DQ55,UKT_4.75_070320,14.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
14/11/2011,15/11/2011,GB00B582JV65,UKT_3.75_070920,252.6,17.2,15.0,-,2.043,113.700,113.700,100.00,113.700,0.00,,
14/11/2011,15/11/2011,GB00B4RMG977,UKT_3.75_070921,715.2,302.9,265.0,-,2.202,113.585,113.630,100.00,113.560,0.05,,
15/11/2011,16/11/2011,GB00B00NY175,UKT_4.75_071238,299.6,244.4,183.7,-,3.060,130.944,131.330,34.25,130.800,0.39,,
15/11/2011,16/11/2011,GB00B3KJDS62,UKT_4.25_070939,94.2,63.6,52.0,-,3.096,121.398,121.550,100.00,121.250,0.15,,
15/11/2011,16/11/2011,GB00B6460505,UKT_4.25_071240,411.1,174.0,141.0,-,3.118,121.536,121.799,100.00,121.260,0.26,,
15/11/2011,16/11/2011,GB00B1VWPJ53,UKT_4.5_071242,92.1,59.6,46.0,-,3.111,127.527,127.741,100.00,127.400,0.21,,
15/11/2011,16/11/2011,GB00B128DP45,UKT_4.25_071246,85.9,85.9,68.0,-,3.103,124.397,124.500,100.00,124.240,0.10,,
15/11/2011,16/11/2011,GB00B39R3707,UKT_4.25_071249,340.1,320.9,252.0,-,3.105,125.471,125.800,100.00,125.199,0.33,,
15/11/2011,16/11/2011,GB00B6RNH572,UKT_3.75_220752,310.5,270.0,235.0,-,3.122,114.404,114.900,100.00,114.240,0.50,,
15/11/2011,16/11/2011,GB00B06YGN05,UKT_4.25_071255,235.6,216.0,167.0,-,3.102,127.486,127.950,100.00,127.280,0.46,,
15/11/2011,16/11/2011,GB00B54QLM75,UKT_4_220160,354.3,265.5,214.0,-,3.087,122.800,123.200,100.00,122.550,0.40,,
16/11/2011,17/11/2011,GB00B3KJDQ49,UKT_4_070322,1061.4,542.0,461.0,-,2.172,116.799,116.840,100.00,116.740,0.04,,
16/11/2011,17/11/2011,GB0030880693,UKT_5_070325,220.1,32.4,25.0,-,2.459,128.678,128.720,100.00,128.650,0.04,,
16/11/2011,17/11/2011,GB00B16NNR78,UKT_4.25_071227,938.6,287.9,235.0,-,2.663,120.624,120.700,100.00,120.610,0.08,,
16/11/2011,17/11/2011,GB0002404191,UKT_6_071228,218.3,94.9,64.0,-,2.655,145.634,145.700,100.00,145.600,0.07,,
16/11/2011,17/11/2011,GB00B24FF097,UKT_4.75_071230,495.3,275.8,211.3,-,2.815,128.392,128.500,50.48,128.300,0.11,,
16/11/2011,17/11/2011,GB0004893086,UKT_4.25_070632,165.9,110.5,90.0,-,2.893,120.909,121.010,100.00,120.850,0.10,,
16/11/2011,17/11/2011,GB00B52WS153,UKT_4.5_070934,304.0,154.1,122.0,-,2.959,125.416,125.480,100.00,125.330,0.06,,
16/11/2011,17/11/2011,GB0032452392,UKT_4.25_070336,220.6,202.1,165.0,-,2.989,121.678,121.790,100.00,121.150,0.11,,
21/11/2011,22/11/2011,GB00B4LFZR36,UKT_2.75_220115,785.9,270.4,252.0,-,0.706,106.386,106.405,100.00,106.360,0.02,,
21/11/2011,22/11/2011,GB0033280339,UKT_4.75_070915,17.4,17.4,15.0,-,0.790,114.760,114.760,100.00,114.760,0.00,,
21/11/2011,22/11/2011,GB0008881541,UKT_8_071215,6.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
21/11/2011,22/11/2011,GB00B3QCG246,UKT_2_220116,320.2,152.2,145.0,-,0.948,104.286,104.310,100.00,104.265,0.02,,
21/11/2011,22/11/2011,GB00B0V3WX43,UKT_4_070916,11.5,11.5,10.0,-,1.046,113.770,113.770,100.00,113.770,0.00,,
21/11/2011,22/11/2011,GB00B3Z3K594,UKT_1.75_220117,855.2,400.6,388.0,-,1.190,102.798,102.830,100.00,102.770,0.03,,
21/11/2011,22/11/2011,GB0008931148,UKT_8.75_250817,57.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
21/11/2011,22/11/2011,GB00B39R3F84,UKT_4.5_070319,243.8,54.0,45.0,-,1.707,119.067,119.080,100.00,119.060,0.01,,
21/11/2011,22/11/2011,GB00B4YRFP41,UKT_3.75_070919,241.8,143.2,125.0,-,1.841,113.792,113.830,100.00,113.750,0.04,,
21/11/2011,22/11/2011,GB00B058DQ55,UKT_4.75_070320,73.7,12.3,10.0,-,1.903,121.735,121.735,100.00,121.735,0.00,,
21/11/2011,22/11/2011,GB00B582JV65,UKT_3.75_070920,556.8,269.6,235.0,-,2.011,113.946,113.970,100.00,113.920,0.02,,
21/11/2011,22/11/2011,GB00B4RMG977,UKT_3.75_070921,1458.6,368.8,321.6,-,2.167,113.891,113.930,47.60,113.850,0.04,,
22/11/2011,23/11/2011,GB00B00NY175,UKT_4.75_071238,106.7,86.7,65.0,-,3.051,131.133,131.350,100.00,131.100,0.22,,
22/11/2011,23/11/2011,GB00B3KJDS62,UKT_4.25_070939,235.9,149.6,122.0,-,3.081,121.721,121.840,100.00,121.560,0.12,,
22/11/2011,23/11/2011,GB00B6460505,UKT_4.25_071240,716.3,294.8,238.0,-,3.101,121.899,122.000,100.00,121.750,0.10,,
22/11/2011,23/11/2011,GB00B1VWPJ53,UKT_4.5_071242,135.3,62.4,48.0,-,3.097,127.845,127.970,100.00,127.790,0.13,,
22/11/2011,23/11/2011,GB00B128DP45,UKT_4.25_071246,237.0,110.1,87.0,-,3.097,124.556,124.750,100.00,124.540,0.19,,
22/11/2011,23/11/2011,GB00B39R3707,UKT_4.25_071249,535.9,330.7,259.0,-,3.095,125.722,125.900,100.00,125.499,0.18,,
22/11/2011,23/11/2011,GB00B6RNH572,UKT_3.75_220752,173.6,41.6,36.0,-,3.104,114.866,114.900,100.00,114.790,0.03,,
22/11/2011,23/11/2011,GB00B06YGN05,UKT_4.25_071255,390.0,305.2,235.0,-,3.086,127.931,128.191,100.00,127.880,0.26,,
22/11/2011,23/11/2011,GB00B54QLM75,UKT_4_220160,541.7,318.9,256.3,-,3.077,123.091,123.350,81.30,122.970,0.26,,
23/11/2011,24/11/2011,GB00B3KJDQ49,UKT_4_070322,1253.7,484.9,414.2,-,2.228,116.204,116.400,39.00,116.090,0.20,,
23/11/2011,24/11/2011,GB0030880693,UKT_5_070325,32.3,32.3,25.0,-,2.507,128.014,128.050,100.00,127.990,0.04,,
23/11/2011,24/11/2011,GB00B16NNR78,UKT_4.25_071227,670.1,614.8,503.0,-,2.687,120.249,120.540,100.00,120.070,0.29,,
23/11/2011,24/11/2011,GB0002404191,UKT_6_071228,59.3,44.4,30.0,-,2.676,145.239,145.500,100.00,145.050,0.26,,
23/11/2011,24/11/2011,GB00B24FF097,UKT_4.75_071230,103.8,103.8,80.0,-,2.860,127.593,127.850,100.00,127.450,0.26,,
23/11/2011,24/11/2011,GB0004893086,UKT_4.25_070632,312.1,189.6,155.0,-,2.926,120.334,120.490,100.00,120.030,0.16,,
23/11/2011,24/11/2011,GB00B52WS153,UKT_4.5_070934,150.8,150.8,120.0,-,2.998,124.667,124.781,100.00,124.500,0.11,,
23/11/2011,24/11/2011,GB0032452392,UKT_4.25_070336,202.0,79.3,65.0,-,3.017,121.123,121.351,100.00,121.000,0.23,,
28/11/2011,29/11/2011,GB00B4LFZR36,UKT_2.75_220115,383.5,184.7,172.0,-,0.687,106.411,106.430,100.00,106.399,0.02,,
28/11/2011,29/11/2011,GB0033280339,UKT_4.75_070915,101.2,34.8,30.0,-,0.769,114.770,114.770,100.00,114.770,0.00,,
28/11/2011,29/11/2011,GB0008881541,UKT_8_071215,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
28/11/2011,29/11/2011,GB00B3QCG246,UKT_2_220116,492.3,208.7,199.0,-,0.978,104.143,104.170,100.00,104.090,0.03,,
28/11/2011,29/11/2011,GB00B0V3WX43,UKT_4_070916,349.1,165.9,145.0,-,1.087,113.507,113.538,100.00,113.480,0.03,,
28/11/2011,29/11/2011,GB00B3Z3K594,UKT_1.75_220117,1200.7,507.3,492.6,-,1.249,102.491,102.530,88.00,102.460,0.04,,
28/11/2011,29/11/2011,GB0008931148,UKT_8.75_250817,82.8,20.0,14.0,-,1.408,140.340,140.340,100.00,140.340,0.00,,
28/11/2011,29/11/2011,GB00B1VWPC84,UKT_5_070318,179.0,166.8,137.0,-,1.536,120.633,120.660,100.00,120.610,0.03,,
28/11/2011,29/11/2011,GB00B39R3F84,UKT_4.5_070319,38.2,14.3,12.0,-,1.811,118.240,118.240,100.00,118.240,0.00,,
28/11/2011,29/11/2011,GB00B4YRFP41,UKT_3.75_070919,216.4,125.2,110.0,-,1.943,112.977,113.030,100.00,112.950,0.05,,
28/11/2011,29/11/2011,GB00B058DQ55,UKT_4.75_070320,6.1,6.1,5.0,-,2.013,120.760,120.760,100.00,120.760,0.00,,
28/11/2011,29/11/2011,GB00B582JV65,UKT_3.75_070920,998.0,266.3,234.0,-,2.126,112.935,112.960,100.00,112.870,0.03,,
29/11/2011,30/11/2011,GB00B00NY175,UKT_4.75_071238,112.9,99.5,75.0,-,2.976,132.782,132.911,100.00,132.650,0.13,,
29/11/2011,30/11/2011,GB00B3KJDS62,UKT_4.25_070939,549.7,256.7,207.0,-,3.019,123.032,123.540,100.00,122.620,0.51,,
29/11/2011,30/11/2011,GB00B1VWPJ53,UKT_4.5_071242,401.9,225.7,174.0,-,3.015,129.775,129.950,100.00,129.570,0.17,,
29/11/2011,30/11/2011,GB00B128DP45,UKT_4.25_071246,147.2,86.2,68.0,-,3.007,126.803,126.990,100.00,126.681,0.19,,
29/11/2011,30/11/2011,GB00B39R3707,UKT_4.25_071249,251.2,206.1,161.0,-,3.006,128.063,128.100,100.00,127.999,0.04,,
29/11/2011,30/11/2011,GB00B6RNH572,UKT_3.75_220752,536.7,495.3,421.0,-,3.020,117.014,117.200,100.00,116.860,0.19,,
