Corporate Bond Purchase Auction Data,,,,,,,,,,,,,,
Attribution: Bank of England,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Operation date,"Ticker (d)
",ISIN,Reference instrument,Reference yield (%),Settlement date,Total offers received (nominal £mn),Allocation (nominal £mn),Allocation (proceeds £mn),Clearing spread (bps)(a),Clearing yield (%),Clearing price (£)(b),Allocated at clearing spread (%)(c),,
03/04/2009,BRITEL 6 3/8 06/23/37,XS0306772699,UKT 4.25 03/36,4.331,08/04/2009,13.6,6.50,4.95,476,9.091,71.079,-,,
03/04/2009,BRK 5 1/8 05/04/35,XS0218520582,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,CENTRI 7 09/19/33,XS0388006123,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,EOANGR 5 7/8 10/30/37,XS0327443627,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,EOANGR 6 3/4 01/27/39,XS0408958683,UKT 4.75 12/38,4.269,08/04/2009,9.0,-,-,-,-,-,-,,
03/04/2009,FRTEL 5 5/8 01/23/34,FR0010039008,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,GE 5 3/8 12/18/40,XS0182703743,UKT 4.75 12/38,4.269,08/04/2009,5.0,-,-,-,-,-,-,,
03/04/2009,GE 5 5/8 09/16/31,XS0154681737,UKT 4.25 06/32,4.171,08/04/2009,3.0,-,-,-,-,-,-,,
03/04/2009,IIILN 5 3/4 12/03/32,XS0104440986,UKT 4.25 06/32,4.171,08/04/2009,18.3,9.40,4.93,801,12.181,50.407,-,,
03/04/2009,NGGLN 6 05/13/38,XS0363511873,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,NGGLN 7 3/8 01/13/31,XS0407912053,UKT 4.25 06/32,4.171,08/04/2009,1.0,-,-,-,-,-,-,,
03/04/2009,NGN 4 7/8 11/15/35,XS0234964533,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,NWGLN 5 5/8 04/29/33,XS0159898153,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,PG 5 1/4 01/19/33,XS0158603083,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,PG 6 1/4 01/31/30,XS0106655235,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,SGN 4 7/8 03/21/29,XS0232335769,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,SGN 4 7/8 12/21/34,XS0232332402,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,SGN 6 3/8 05/15/40,XS0362679176,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,SSELN 4 5/8 02/20/37,XS0244171236,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,SSELN 5 1/2 06/07/32,XS0139563166,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,SSELN 6 1/4 08/27/38,XS0383187720,UKT 4.75 12/38,4.269,08/04/2009,2.3,-,-,-,-,-,-,,
03/04/2009,TSCOLN 4 7/8 03/24/42,XS0248395245,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,TSCOLN 5 1/2 01/13/33,XS0159013142,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,TSCOLN 5.2 03/05/57,XS0289810318,UKT 4.25 12/55,4.357,08/04/2009,5.0,-,-,-,-,-,-,,
03/04/2009,TSCOLN 6 12/14/29,XS0105244585,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,UU 5 02/28/35,XS0212708068,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,VOD 5.9 11/26/32,XS0158715713,UKT 4.25 06/32,4.171,08/04/2009,5.0,5.00,4.78,217,6.341,93.473,-,,
03/04/2009,WESWAT 5 3/4 10/14/33,XS0178489844,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,WMT 4 7/8 01/19/39,XS0279211832,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,WMT 5 1/4 09/28/35,XS0202077953,,,08/04/2009,0.0,-,-,0,-,-,-,,
03/04/2009,WMT 5 3/4 12/19/30,XS0121617517,,,08/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,AVLN 9 1/2 06/20/16,XS0066877258,UKT 4 09/16,2.937,14/04/2009,1.0,-,-,-,-,-,-,,
07/04/2009,BATSLN 5 3/4 12/09/13,XS0171812547,UKT 4.5 03/13,2.552,14/04/2009,1.1,-,-,-,-,-,-,,
07/04/2009,BGGRP 5 7/8 11/13/12,XS0157201665,UKT 5 03/12,2.227,14/04/2009,5.0,4.60,4.98,185,4.077,105.714,-,,
07/04/2009,BPLN 5 3/4 11/08/10,XS0329663578,UKT 4.75 06/10,0.971,14/04/2009,10.0,4.60,4.94,155,2.521,104.867,-,,
07/04/2009,CENTRI 5 7/8 11/02/12,XS0137672381,UKT 5 03/12,2.227,14/04/2009,5.0,-,-,-,-,-,-,,
07/04/2009,CPGLN 6 3/8 05/29/12,XS0148362501,UKT 5 03/12,2.227,14/04/2009,5.0,4.50,4.99,225,4.477,105.256,-,,
07/04/2009,CPGLN 7 12/08/14,XS0100559037,UKT 5 09/14,2.595,14/04/2009,7.9,4.40,4.89,252,5.115,108.68,-,,
07/04/2009,DT 4 7/8 09/23/14,XS0230363805,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,DT 5 5/8 07/19/13,XS0261792039,UKT 4.5 03/13,2.552,14/04/2009,4.0,-,-,-,-,-,-,,
07/04/2009,DT 6 1/4 12/09/10,XS0166575067,UKT 4.75 06/10,0.971,14/04/2009,10.7,4.70,5,261,3.581,104.138,-,,
07/04/2009,DT 7 1/8 09/26/12,XS0155312829,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,EDF 8 3/4 03/30/12,XS0075123413,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,EOANGR 5 1/8 01/27/14,XS0409119871,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,EXPNLN 5 5/8 12/12/13,XS0162820228,UKT 4.5 03/13,2.552,14/04/2009,8.9,-,-,-,-,-,-,,
07/04/2009,FGPLN 6 7/8 04/15/13,XS0141500487,UKT 4.5 03/13,2.552,14/04/2009,8.1,4.00,4.2,471,7.262,98.256,-,,
07/04/2009,FRTEL 5 1/2 05/24/12,XS0255429754,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,GE 5 1/4 12/10/13,XS0167497881,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,MKS 5 5/8 03/24/14,XS0188430721,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,MKS 5 7/8 05/29/12,XS0293893813,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,MKS 6 3/8 11/07/11,XS0138137285,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,NGGLN 4 3/4 12/10/10,XS0164678046,UKT 4.75 06/10,0.971,14/04/2009,1.1,-,-,-,-,-,-,,
07/04/2009,NGGLN 5 1/2 07/24/13,XS0261653348,UKT 4.5 03/13,2.552,14/04/2009,12.5,4.80,4.99,285,5.402,100.064,-,,
07/04/2009,NGGLN 5 1/4 06/02/11,XS0256243352,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,NGGLN 6 1/8 04/15/14,XS0412068453,UKT 5 09/14,2.595,14/04/2009,7.1,1.30,1.32,340,5.995,100.169,-,,
07/04/2009,NXT 5 1/4 09/30/13,XS0169287124,UKT 4.5 03/13,2.552,14/04/2009,8.0,-,-,-,-,-,-,,
07/04/2009,NXT 5 7/8 10/12/16,XS0269903869,UKT 4 09/16,2.937,14/04/2009,6.9,3.90,3.44,550,8.437,85.253,-,,
07/04/2009,PSON 7 10/27/14,XS0102793642,UKT 5 09/14,2.595,14/04/2009,4.0,4.00,4.42,276,5.355,107.308,-,,
07/04/2009,ROLLS 7 3/8 06/14/16,XS0112487482,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,RWE 4 5/8 08/17/10,XS0170731847,UKT 4.75 06/10,0.971,14/04/2009,5.0,-,-,-,-,-,-,,
07/04/2009,RWE 6 3/8 06/03/13,XS0147048259,UKT 4.5 03/13,2.552,14/04/2009,3.5,-,-,-,-,-,-,,
07/04/2009,TSCOLN 6 5/8 10/12/10,XS0118933927,UKT 4.75 06/10,0.971,14/04/2009,3.3,-,-,-,-,-,-,,
07/04/2009,UU 6 1/8 12/29/15,XS0406709120,UKT 4.75 09/15,2.846,14/04/2009,1.0,-,-,-,-,-,-,,
07/04/2009,VOD 4 5/8 09/08/14,XS0229306138,,,14/04/2009,0.0,-,-,0,-,-,-,,
07/04/2009,WMT 4 3/4 01/29/13,XS0160673264,,,14/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,AALLN 6 7/8 05/01/18,XS0361024895,UKT 5 03/18,3.147,15/04/2009,21.0,5.10,4.9,525,8.397,89.593,-,,
08/04/2009,BATSLN 6 3/8 12/12/19,XS0182188366,UKT 4.5 03/19,3.366,15/04/2009,4.8,4.70,4.93,255,5.916,102.823,-,,
08/04/2009,BRITEL 6 5/8 06/23/17,XS0306772939,UKT 4 09/16,2.867,15/04/2009,28.6,5.10,4.95,501,7.877,91.747,-,,
08/04/2009,BRITEL 8 5/8 03/26/20,XS0052067583,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,BRK 8 7/8 10/16/20,XS0060490017,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,BRK 9 1/4 01/17/20,XS0055251010,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,KFT 7 1/4 07/18/18,XS0377058614,UKT 5 03/18,3.147,15/04/2009,8.6,4.40,4.91,271,5.857,109.835,-,,
08/04/2009,KO 6 1/2 12/07/16,XS0126389732,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,CENTRI 5 1/2 10/24/16,XS0271528993,UKT 4 09/16,2.867,15/04/2009,12.8,4.70,4.9,230,5.167,101.587,-,,
08/04/2009,CENTRI 7 09/19/18,XS0388006552,UKT 5 03/18,3.147,15/04/2009,10.0,4.30,4.91,236,5.507,110.13,-,,
08/04/2009,DT 7 3/8 12/04/19,XS0158739739,UKT 4.5 03/19,3.366,15/04/2009,2.7,-,-,-,-,-,-,,
08/04/2009,EOANGR 6 10/30/19,XS0327443460,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,FGPLN 6 1/8 01/18/19,XS0181013607,UKT 4.5 03/19,3.366,15/04/2009,11.6,5.60,4.94,460,7.966,86.826,-,,
08/04/2009,FGPLN 8 1/8 09/19/18,XS0388470154,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,FRTEL 7 1/4 11/10/20,FR0000483687,UKT 4.75 03/20,3.528,15/04/2009,5.0,-,-,-,-,-,-,,
08/04/2009,FRTEL 8 12/20/17,FR0000471484,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,GE 5 1/2 06/07/21,XS0092499077,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,GE 6 1/4 09/29/20,XS0118106243,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,HMSOLN 5 1/4 12/15/16,XS0241194165,UKT 4 09/16,2.867,15/04/2009,4.6,-,-,-,-,-,-,,
08/04/2009,HMSOLN 6 7/8 03/31/20,XS0109514538,UKT 4.75 03/20,3.528,15/04/2009,5.2,-,-,-,-,-,-,,
08/04/2009,IBESM 8 3/8 02/20/17,XS0073359548,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,NGGLN 6 06/07/17,XS0141704725,UKT 4 09/16,2.867,15/04/2009,4.5,-,-,-,-,-,-,,
08/04/2009,NGGLN 6 3/8 03/03/20,XS0348431551,UKT 4.75 03/20,3.528,15/04/2009,9.0,2.40,2.52,221,5.738,104.362,-,,
08/04/2009,NWGLN 6 10/11/17,XS0139335029,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,PPL 9 1/4 11/09/20,XS0061222484,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,RWE 6 1/2 04/20/21,XS0127992336,UKT 4.75 03/20,3.528,15/04/2009,1.6,-,-,-,-,-,-,,
08/04/2009,SEVTRE 6 01/22/18,XS0408829793,UKT 5 03/18,3.147,15/04/2009,9.1,1.00,1.06,210,5.247,104.672,-,,
08/04/2009,SGN 4 3/4 02/21/17,XS0232331420,UKT 4 09/16,2.867,15/04/2009,5.0,-,-,-,-,-,-,,
08/04/2009,SGN 4 7/8 12/21/20,XS0232334952,UKT 4.75 03/20,3.528,15/04/2009,1.2,-,-,-,-,-,-,,
08/04/2009,SGOFP 5 5/8 12/15/16,XS0274270908,UKT 4 09/16,2.867,15/04/2009,14.5,4.50,4.02,485,7.717,87.405,-,,
08/04/2009,TSCOLN 5 1/2 12/13/19,XS0159013068,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,UU 5 3/8 05/14/18,XS0168054673,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,VOD 8 1/8 11/26/18,XS0400780960,,,15/04/2009,0.0,-,-,0,-,-,-,,
08/04/2009,WPPLN 6 04/04/17,XS0294391684,UKT 4 09/16,2.867,15/04/2009,20.6,-,-,-,-,-,-,,
09/04/2009,AZN 5 3/4 11/13/31,XS0330497149,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,BATSLN 7 1/4 03/12/24,XS0352062995,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,BRITEL 5 3/4 12/07/28,XS0097283096,UKT 6 12/28,4.191,16/04/2009,12.0,5.00,3.61,466,8.851,70.151,-,,
09/04/2009,BRITEL 6 3/8 06/23/37,XS0306772699,UKT 4.25 03/36,4.382,16/04/2009,15.6,6.40,4.86,476,9.142,70.693,-,,
09/04/2009,BRK 5 1/8 05/04/35,XS0218520582,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,BRK 5 1/8 05/04/35,XS0218526274,UKT 4.25 03/36,4.382,16/04/2009,2.0,-,-,-,-,-,-,,
09/04/2009,BRK 7 1/4 08/04/28,XS0083707884,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,BSY 6 05/21/27,XS0301676861,UKT 6 12/28,4.191,16/04/2009,5.0,-,-,-,-,-,-,,
09/04/2009,CENTRI 7 09/19/33,XS0388006123,UKT 4.25 06/32,4.228,16/04/2009,7.8,-,-,-,-,-,-,,
09/04/2009,DT 8 7/8 11/27/28,XS0401016919,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,EDF 5 1/2 06/05/26,XS0169169355,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,EDF 5 3/4 03/08/24,XS0187202303,UKT 5 03/25,4.128,16/04/2009,7.7,2.00,1.93,195,6.078,95.964,-,,
09/04/2009,EDF 6 1/4 05/30/28,XS0367001061,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,EDF 6 1/8 06/07/27,XS0148889420,UKT 6 12/28,4.191,16/04/2009,4.0,-,-,-,-,-,-,,
09/04/2009,EDF 6 7/8 12/12/22,XS0403958498,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,EDF 8 1/2 03/31/25,XS0058209106,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,EOANGR 5 7/8 10/30/37,XS0327443627,UKT 4.25 03/36,4.382,16/04/2009,1.0,-,-,-,-,-,-,,
09/04/2009,EOANGR 6 3/4 01/27/39,XS0408958683,UKT 4.75 12/38,4.346,16/04/2009,5.0,-,-,-,-,-,-,,
09/04/2009,FRTEL 5 1/4 12/05/25,XS0236800412,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,FRTEL 5 5/8 01/23/34,FR0010039008,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,FRTEL 8 1/8 11/20/28,XS0399412443,UKT 6 12/28,4.191,16/04/2009,1.0,-,-,-,-,-,-,,
09/04/2009,GE 5 1/4 12/07/28,XS0096298822,UKT 6 12/28,4.191,16/04/2009,1.2,-,-,-,-,-,-,,
09/04/2009,GE 5 3/8 12/18/40,XS0182703743,UKT 4.75 12/38,4.346,16/04/2009,7.0,-,-,-,-,-,-,,
09/04/2009,GE 5 5/8 09/16/31,XS0154681737,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,HMSOLN 6 02/23/26,XS0184639895,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,HMSOLN 7 1/4 04/21/28,XS0085732716,UKT 6 12/28,4.191,16/04/2009,4.0,-,-,-,-,-,-,,
09/04/2009,IBESM 6 3/4 05/29/23,XS0087240163,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,IIILN 5 3/4 12/03/32,XS0104440986,UKT 4.25 06/32,4.228,16/04/2009,17.3,9.40,4.92,801,12.238,50.17,-,,
09/04/2009,LGEN 5 7/8 04/05/33,XS0145680426,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,NGGLN 6 05/13/38,XS0363511873,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,NGGLN 6 1/2 07/27/28,XS0132735373,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,NGGLN 7 12/16/24,XS0103338496,UKT 5 03/25,4.128,16/04/2009,5.0,-,-,-,-,-,-,,
09/04/2009,NGGLN 7 3/8 01/13/31,XS0407912053,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,NGGLN 8 3/4 06/27/25,XS0058343251,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,NGN 4 7/8 06/30/27,XS0234964459,UKT 6 12/28,4.191,16/04/2009,10.0,-,-,-,-,-,-,,
09/04/2009,NGN 4 7/8 11/15/35,XS0234964533,UKT 4.25 03/36,4.382,16/04/2009,1.1,-,-,-,-,-,-,,
09/04/2009,NRWLN 8 7/8 03/25/26,XS0058957316,UKT 5 03/25,4.128,16/04/2009,1.5,1.50,1.77,285,6.978,117.165,-,,
09/04/2009,NWGLN 5 5/8 04/29/33,XS0159898153,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,NWGLN 6 7/8 02/06/23,XS0083567775,UKT 5 03/25,4.128,16/04/2009,1.5,-,-,-,-,-,-,,
09/04/2009,PG 5 1/4 01/19/33,XS0158603083,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,PG 6 1/4 01/31/30,XS0106655235,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,PPL 5 7/8 03/25/27,XS0165510313,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,PRUFIN 6 7/8 01/20/23,XS0083544212,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,RWE 5 5/8 12/06/23,XS0170732738,UKT 5 03/25,4.128,16/04/2009,9.0,4.00,3.85,200,6.128,94.332,-,,
09/04/2009,RWE 6 1/4 06/03/30,XS0147048762,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SGN 4 7/8 03/21/29,XS0232335769,UKT 6 12/28,4.191,16/04/2009,2.6,-,-,-,-,-,-,,
09/04/2009,SGN 4 7/8 12/21/34,XS0232332402,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SGN 6 3/8 05/15/40,XS0362679176,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SGOFP 5 5/8 11/15/24,XS0274270817,UKT 5 03/25,4.128,16/04/2009,8.5,-,-,-,-,-,-,,
09/04/2009,SSELN 4 5/8 02/20/37,XS0244171236,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SSELN 5 1/2 06/07/32,XS0139563166,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SSELN 5 7/8 09/22/22,XS0095371638,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SSELN 6 1/4 08/27/38,XS0383187720,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,SSELN 8 3/8 11/20/28,XS0399111912,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,TSCOLN 4 7/8 03/24/42,XS0248395245,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,TSCOLN 5 03/24/23,XS0248392812,UKT 5 03/25,4.128,16/04/2009,1.0,-,-,-,-,-,-,,
09/04/2009,TSCOLN 5 1/2 01/13/33,XS0159013142,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,TSCOLN 5.2 03/05/57,XS0289810318,UKT 4.25 12/55,4.426,16/04/2009,5.0,-,-,-,-,-,-,,
09/04/2009,TSCOLN 6 12/14/29,XS0105244585,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,UU 5 02/28/35,XS0212708068,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,UU 5 5/8 12/20/27,XS0159728236,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,VOD 5 5/8 12/04/25,XS0181816652,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,VOD 5.9 11/26/32,XS0158715713,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,WESWAT 5 3/4 10/14/33,XS0178489844,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,WESWAT 5 3/8 03/10/28,XS0214275785,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,WMT 4 7/8 01/19/39,XS0279211832,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,WMT 5 1/4 09/28/35,XS0202077953,,,16/04/2009,0.0,-,-,0,-,-,-,,
09/04/2009,WMT 5 3/4 12/19/30,XS0121617517,,,16/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,AVLN 9 1/2 06/20/16,XS0066877258,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,BATSLN 5 3/4 12/09/13,XS0171812547,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,BGGRP 5 7/8 11/13/12,XS0157201665,UKT 5 03/12,2.082,17/04/2009,5.0,-,-,-,-,-,-,,
14/04/2009,BPLN 5 3/4 11/08/10,XS0329663578,UKT 4.75 06/10,0.808,17/04/2009,5.0,-,-,-,-,-,-,,
14/04/2009,CENTRI 5 7/8 11/02/12,XS0137672381,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,CPGLN 6 3/8 05/29/12,XS0148362501,UKT 5 03/12,2.082,17/04/2009,10.0,-,-,-,-,-,-,,
14/04/2009,CPGLN 7 12/08/14,XS0100559037,UKT 5 09/14,2.388,17/04/2009,8.9,4.40,4.96,245,4.838,110.117,-,,
14/04/2009,DT 4 7/8 09/23/14,XS0230363805,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,DT 5 5/8 07/19/13,XS0261792039,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,DT 6 1/4 12/09/10,XS0166575067,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,DT 7 1/8 09/26/12,XS0155312829,UKT 5 03/12,2.082,17/04/2009,15.0,-,-,-,-,-,-,,
14/04/2009,EDF 8 3/4 03/30/12,XS0075123413,UKT 5 03/12,2.082,17/04/2009,2.0,1.70,1.93,190,3.982,112.914,-,,
14/04/2009,EOANGR 5 1/8 01/27/14,XS0409119871,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,EXPNLN 5 5/8 12/12/13,XS0162820228,UKT 4.5 03/13,2.428,17/04/2009,15.0,4.80,4.91,305,5.478,100.254,-,,
14/04/2009,FGPLN 6 7/8 04/15/13,XS0141500487,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,FRTEL 5 1/2 05/24/12,XS0255429754,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,GE 5 1/4 12/10/13,XS0167497881,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,MKS 5 5/8 03/24/14,XS0188430721,UKT 5 09/14,2.388,17/04/2009,5.0,-,-,-,-,-,-,,
14/04/2009,MKS 5 7/8 05/29/12,XS0293893813,UKT 5 03/12,2.082,17/04/2009,4.2,-,-,-,-,-,-,,
14/04/2009,MKS 6 3/8 11/07/11,XS0138137285,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,NGGLN 4 3/4 12/10/10,XS0164678046,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,NGGLN 5 1/2 07/24/13,XS0261653348,UKT 4.5 03/13,2.428,17/04/2009,5.0,-,-,-,-,-,-,,
14/04/2009,NGGLN 5 1/4 06/02/11,XS0256243352,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,NGGLN 6 1/8 04/15/14,XS0412068453,UKT 5 09/14,2.388,17/04/2009,8.0,-,-,-,-,-,-,,
14/04/2009,NXT 5 1/4 09/30/13,XS0169287124,UKT 4.5 03/13,2.428,17/04/2009,6.3,-,-,-,-,-,-,,
14/04/2009,NXT 5 7/8 10/12/16,XS0269903869,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,PSON 7 10/27/14,XS0102793642,UKT 5 09/14,2.388,17/04/2009,5.0,4.50,4.96,305,5.438,106.882,-,,
14/04/2009,ROLLS 7 3/8 06/14/16,XS0112487482,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,RWE 4 5/8 08/17/10,XS0170731847,UKT 4.75 06/10,0.808,17/04/2009,5.0,-,-,-,-,-,-,,
14/04/2009,RWE 6 3/8 06/03/13,XS0147048259,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,TSCOLN 6 5/8 10/12/10,XS0118933927,UKT 4.75 06/10,0.808,17/04/2009,2.0,-,-,-,-,-,-,,
14/04/2009,UU 6 1/8 12/29/15,XS0406709120,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,VOD 4 5/8 09/08/14,XS0229306138,,,17/04/2009,0.0,-,-,0,-,-,-,,
14/04/2009,WMT 4 3/4 01/29/13,XS0160673264,,,17/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,AALLN 6 7/8 05/01/18,XS0361024895,UKT 5 03/18,2.951,20/04/2009,6.0,4.00,3.86,540,8.351,89.881,-,,
15/04/2009,BATSLN 6 3/8 12/12/19,XS0182188366,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,BRITEL 6 5/8 06/23/17,XS0306772939,UKT 4 09/16,2.680,20/04/2009,20.1,-,-,-,-,-,-,,
15/04/2009,BRITEL 8 5/8 03/26/20,XS0052067583,UKT 4.75 03/20,3.357,20/04/2009,1.5,-,-,-,-,-,-,,
15/04/2009,BRK 8 7/8 10/16/20,XS0060490017,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,BRK 9 1/4 01/17/20,XS0055251010,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,KFT 7 1/4 07/18/18,XS0377058614,UKT 5 03/18,2.951,20/04/2009,8.2,4.30,4.85,275,5.701,111,-,,
15/04/2009,KO 6 1/2 12/07/16,XS0126389732,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,CENTRI 5 1/2 10/24/16,XS0271528993,UKT 4 09/16,2.680,20/04/2009,5.0,-,-,-,-,-,-,,
15/04/2009,CENTRI 7 09/19/18,XS0388006552,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,DT 7 3/8 12/04/19,XS0158739739,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,EOANGR 6 10/30/19,XS0327443460,,,20/04/2009,0.0,-,-,0,-,-,-,,
15/04/2009,FGPLN 6 1/8 01/18/19,XS0181013607,UKT 4.5 03/19,3.180,20/04/2009,1.0,-,-,-,-,-,-,,
